# Absorption coefficients
# Pure CO2
# Wavenumber range: 0-10000 cm-1, T: 296 K, P: 1 atm, step: 1 cm-1, Profile: Voigt, Wing: 50 HW, Scut: 1e-28 cm/mol
# KNa, Ka and thier units definition in Eqs(2)-(3) of  https://spectra.iao.ru/home.sim-theory.sp-functions.
# WN,cm-1           KNa,cm-1       Ka,cm**2/molecule (FORMAT F12.6,3X,E17.10,3X,E17.10)

 3049.000000    4.5350024619E-09    1.8290933055E-28
 3050.000000    2.2333009193E-09    9.0075271070E-29
 3051.000000    7.0246520595E-09    2.8332386065E-28
 3052.000000    1.7988000867E-09    7.2550637493E-29
 3053.000000    1.3953304808E-09    5.6277580064E-29
 3054.000000    2.8199557931E-08    1.1373670260E-27
 3055.000000    3.2917183083E-09    1.3276420403E-28
 3056.000000    2.2262661888E-09    8.9791540717E-29
 3057.000000    4.6385816661E-09    1.8708696949E-28
 3058.000000    2.3073000054E-08    9.3059861137E-28
 3059.000000    7.3566628825E-09    2.9671478554E-28
 3060.000000    2.6618728386E-09    1.0736077500E-28
 3061.000000    1.6940153192E-08    6.8324374811E-28
 3062.000000    1.9219447785E-08    7.7517407266E-28
 3063.000000    1.8325669612E-09    7.3912549964E-29
 3064.000000    4.9937896783E-09    2.0141350189E-28
 3065.000000    1.0616401316E-08    4.2818915179E-28
 3066.000000    2.2211875465E-09    8.9586704874E-29
 3067.000000    8.2237651416E-09    3.3168744434E-28
 3068.000000    6.7151929981E-09    2.7084251136E-28
 3069.000000    8.9725383682E-10    3.6188756236E-29
 3070.000000    4.3614514339E-09    1.7590953229E-28
 3071.000000    1.0122611438E-09    4.0827322522E-29
 3072.000000    3.7618431842E-10    1.5172565489E-29
 3073.000000    9.9342234318E-10    4.0067501015E-29
 3074.000000    4.7763520251E-09    1.9264363332E-28
 3075.000000    9.8826613982E-10    3.9859536915E-29
 3076.000000    5.4162454632E-10    2.1845232502E-29
 3077.000000    2.0410335061E-09    8.2320588659E-29
 3078.000000    9.3585119261E-09    3.7745495525E-28
 3079.000000    1.4805921103E-09    5.9716419997E-29
 3080.000000    2.0825121201E-09    8.3993537147E-29
 3081.000000    5.0078892153E-08    2.0198217565E-27
 3082.000000    5.9494644146E-09    2.3995853637E-28
 3083.000000    3.3532823867E-09    1.3524725546E-28
 3084.000000    1.2588075292E-08    5.0771227665E-28
 3085.000000    5.1428796532E-08    2.0742671748E-27
 3086.000000    8.6165531884E-09    3.4752968462E-28
 3087.000000    2.7634756922E-08    1.1145870219E-27
 3088.000000    2.1161323126E-07    8.5349533525E-27
 3089.000000    2.9237637134E-08    1.1792356630E-27
 3090.000000    2.2573518363E-08    9.1045311806E-28
 3091.000000    1.3536024942E-07    5.4594573681E-27
 3092.000000    1.7359438894E-07    7.0015471291E-27
 3093.000000    5.0313074608E-08    2.0292669898E-27
 3094.000000    6.7117460226E-08    2.7070348520E-27
 3095.000000    7.8018154174E-07    3.1466903206E-26
 3096.000000    7.8406599906E-08    3.1623574232E-27
 3097.000000    6.1901347516E-08    2.4966544405E-27
 3098.000000    3.1328368042E-07    1.2635606869E-26
 3099.000000    2.2774188482E-07    9.1854670510E-27
 3100.000000    1.3604099266E-07    5.4869136464E-27
 3101.000000    1.4365903318E-07    5.7941705229E-27
 3102.000000    8.3284816297E-07    3.3591095312E-26
 3103.000000    8.7465558268E-08    3.5277305455E-27
 3104.000000    1.3634565247E-07    5.4992014286E-27
 3105.000000    1.1872395778E-06    4.7884692061E-26
 3106.000000    1.1595570484E-07    4.6768178239E-27
 3107.000000    1.3817493327E-07    5.5729814383E-27
 3108.000000    5.6381946884E-07    2.2740415791E-26
 3109.000000    1.8091559364E-07    7.2968317871E-27
 3110.000000    1.2381402090E-07    4.9937656849E-27
 3111.000000    4.7805136789E-07    1.9281148445E-26
 3112.000000    1.4683245007E-07    5.9221633001E-27
 3113.000000    7.6108843486E-08    3.0696824815E-27
 3114.000000    4.2011942633E-07    1.6944591247E-26
 3115.000000    1.1416205590E-07    4.6044749466E-27
 3116.000000    5.6087000755E-08    2.2621455769E-27
 3117.000000    1.8213770857E-07    7.3461230994E-27
 3118.000000    4.5074535888E-07    1.8179820746E-26
 3119.000000    8.2143311679E-08    3.3130694580E-27
 3120.000000    1.0958092562E-07    4.4197051522E-27
 3121.000000    1.0286190298E-07    4.1487081807E-27
 3122.000000    1.3799264795E-07    5.5656293615E-27
 3123.000000    2.5886090841E-07    1.0440584291E-26
 3124.000000    1.6116638809E-07    6.5002911022E-27
 3125.000000    9.9121065893E-07    3.9978297604E-26
 3126.000000    4.3707900843E-07    1.7628618617E-26
 3127.000000    1.3138061619E-07    5.2989476315E-27
 3128.000000    9.8820054563E-07    3.9856891317E-26
 3129.000000    2.4008586232E-07    9.6833341813E-27
 3130.000000    2.6807841810E-07    1.0812352232E-26
 3131.000000    1.9119801661E-07    7.7115506581E-27
 3132.000000    1.6402036016E-06    6.6153997764E-26
 3133.000000    9.0848210114E-07    3.6641623534E-26
 3134.000000    1.8382574105E-07    7.4142061697E-27
 3135.000000    1.5518063243E-06    6.2588688386E-26
 3136.000000    6.9623454326E-07    2.8081086015E-26
 3137.000000    3.8428864230E-07    1.5499435533E-26
 3138.000000    1.3839141458E-06    5.5817127347E-26
 3139.000000    9.1794323036E-07    3.7023217332E-26
 3140.000000    3.0955712993E-06    1.2485304667E-25
 3141.000000    7.3660213518E-07    2.9709223878E-26
 3142.000000    4.3272690808E-07    1.7453086240E-26
 3143.000000    3.9341509629E-06    1.5867530943E-25
 3144.000000    8.6380822153E-07    3.4839801047E-26
 3145.000000    5.7646512512E-07    2.3250450470E-26
 3146.000000    1.3049945612E-06    5.2634079817E-26
 3147.000000    2.8868448683E-06    1.1643452604E-25
 3148.000000    2.8597693807E-06    1.1534249592E-25
 3149.000000    9.6188841970E-07    3.8795649702E-26
 3150.000000    1.7141253560E-05    6.9135468827E-25
 3151.000000    1.1078417046E-06    4.4682353812E-26
 3152.000000    8.7156144446E-07    3.5152510209E-26
 3153.000000    1.1556118277E-05    4.6609056455E-25
 3154.000000    1.7196641538E-06    6.9358864034E-26
 3155.000000    1.2057931342E-06    4.8633008868E-26
 3156.000000    5.1850206569E-06    2.0912638200E-25
 3157.000000    2.8531488298E-06    1.1507547059E-25
 3158.000000    1.2990342954E-06    5.2393685634E-26
 3159.000000    3.3837934214E-06    1.3647785081E-25
 3160.000000    4.8678178849E-06    1.9633270721E-25
 3161.000000    1.1599380471E-06    4.6783544983E-26
 3162.000000    2.5691181730E-06    1.0361971996E-25
 3163.000000    5.6736501940E-06    2.2883417759E-25
 3164.000000    9.4362383032E-07    3.8058987739E-26
 3165.000000    3.1490527198E-06    1.2701010191E-25
 3166.000000    5.2851497985E-06    2.1316487028E-25
 3167.000000    7.4465256457E-07    3.0033920206E-26
 3168.000000    1.4764096656E-06    5.9547730307E-26
 3169.000000    3.0747910598E-06    1.2401492150E-25
 3170.000000    1.0345363020E-06    4.1725741940E-26
 3171.000000    1.7826434525E-06    7.1898995259E-26
 3172.000000    1.2148745720E-06    4.8999288651E-26
 3173.000000    4.9651809895E-07    2.0025963348E-26
 3174.000000    5.2189679688E-07    2.1049557202E-26
 3175.000000    7.8611390327E-07    3.1706171935E-26
 3176.000000    5.4539662996E-07    2.1997371183E-26
 3177.000000    3.1611793256E-07    1.2749920183E-26
 3178.000000    7.2200604645E-07    2.9120522804E-26
 3179.000000    9.6976642547E-08    3.9113391704E-27
 3180.000000    9.5350957840E-07    3.8457707603E-26
 3181.000000    2.1482606948E-07    8.6645361017E-27
 3182.000000    1.2977305295E-06    5.2341101108E-26
 3183.000000    8.3875456914E-07    3.3829317189E-26
 3184.000000    5.2288956257E-07    2.1089598218E-26
 3185.000000    2.4497504352E-06    9.8805285304E-26
 3186.000000    2.0387542659E-07    8.2228660525E-27
 3187.000000    3.4701576792E-06    1.3996116283E-25
 3188.000000    3.6535187687E-07    1.4735662830E-26
 3189.000000    5.6035133547E-07    2.2600536274E-26
 3190.000000    3.3831682911E-06    1.3645263756E-25
 3191.000000    5.2042716464E-07    2.0990282824E-26
 3192.000000    2.6750911610E-06    1.0789390690E-25
 3193.000000    1.6395730949E-06    6.6128567667E-26
 3194.000000    9.1350496871E-07    3.6844209828E-26
 3195.000000    2.2577584764E-05    9.1061712739E-25
 3196.000000    1.3444040037E-06    5.4223572834E-26
 3197.000000    2.0262697582E-06    8.1725125423E-26
 3198.000000    6.4556313135E-06    2.6037366280E-25
 3199.000000    1.2199309355E-06    4.9203225931E-26
 3200.000000    1.0549797361E-05    4.2550282804E-25
 3201.000000    1.9695156211E-06    7.9436072369E-26
 3202.000000    1.7486186085E-06    7.0526678157E-26
 3203.000000    1.7151122188E-05    6.9175271764E-25
 3204.000000    1.2532253886E-06    5.0546084326E-26
 3205.000000    5.7770537406E-06    2.3300473177E-25
 3206.000000    2.3816952636E-06    9.6060429931E-26
 3207.000000    1.3889228693E-06    5.6019143175E-26
 3208.000000    2.8215762711E-05    1.1380206101E-24
 3209.000000    1.0365888857E-06    4.1808528380E-26
 3210.000000    3.6750819362E-06    1.4822633115E-25
 3211.000000    1.9569469178E-06    7.8929141421E-26
 3212.000000    9.9159732621E-07    3.9993892977E-26
 3213.000000    2.4633554999E-05    9.9354015608E-25
 3214.000000    6.8498850768E-07    2.7627501953E-26
 3215.000000    2.4164376727E-06    9.7461688441E-26
 3216.000000    1.1662697222E-06    4.7038919146E-26
 3217.000000    6.0156674570E-07    2.4262869019E-26
 3218.000000    1.1873654258E-05    4.7889767859E-25
 3219.000000    3.7133961633E-07    1.4977165106E-26
 3220.000000    1.5969274231E-06    6.4408548473E-26
 3221.000000    5.4270185991E-07    2.1888683571E-26
 3222.000000    3.3363169831E-07    1.3456299330E-26
 3223.000000    3.2920144457E-06    1.3277614808E-25
 3224.000000    1.8273943944E-07    7.3703925881E-27
 3225.000000    1.1367118281E-06    4.5846766623E-26
 3226.000000    1.9567147262E-07    7.8919776483E-27
 3227.000000    2.7426669478E-07    1.1061942735E-26
 3228.000000    6.9436713915E-07    2.8005768386E-26
 3229.000000    1.7298589999E-07    6.9770050685E-27
 3230.000000    8.9759607010E-07    3.6202559461E-26
 3231.000000    9.1845571033E-08    3.7043887082E-27
 3232.000000    9.5036713130E-08    3.8330963924E-27
 3233.000000    1.6617337738E-07    6.7022369816E-27
 3234.000000    6.7137207002E-08    2.7078312946E-27
 3235.000000    8.9285674243E-07    3.6011409124E-26
 3236.000000    3.2269128427E-07    1.3015041839E-26
 3237.000000    6.8940985183E-08    2.7805827126E-27
 3238.000000    1.8271554797E-07    7.3694289784E-27
 3239.000000    7.4244124373E-08    2.9944731454E-27
 3240.000000    4.0543877285E-07    1.6352479440E-26
 3241.000000    6.3262964178E-08    2.5515722480E-27
 3242.000000    2.1703725749E-07    8.7537194974E-27
 3243.000000    4.3290403746E-07    1.7460230364E-26
 3244.000000    5.0906197180E-08    2.0531892816E-27
 3245.000000    3.0670706039E-07    1.2370353393E-26
 3246.000000    5.2059259125E-08    2.0996954942E-27
 3247.000000    1.6775406004E-07    6.7659903332E-27
 3248.000000    1.7890636046E-07    7.2157937946E-27
 3249.000000    6.9812696128E-08    2.8157412526E-27
 3250.000000    1.2670453216E-06    5.1103480869E-26
 3251.000000    8.5992814019E-08    3.4683306517E-27
 3252.000000    1.7226721033E-07    6.9480183048E-27
 3253.000000    3.8406721635E-07    1.5490504805E-26
 3254.000000    1.3503896337E-07    5.4464990031E-27
 3255.000000    1.2572064749E-06    5.0706652666E-26
 3256.000000    7.9919442595E-07    3.2233745992E-26
 3257.000000    1.7846462290E-07    7.1979772836E-27
 3258.000000    6.0076872390E-07    2.4230682569E-26
 3259.000000    2.5679480907E-07    1.0357252727E-26
 3260.000000    3.0301798453E-07    1.2221562647E-26
 3261.000000    2.6407281818E-07    1.0650795186E-26
 3262.000000    2.4950307335E-07    1.0063156636E-26
 3263.000000    7.6485973897E-07    3.0848932055E-26
 3264.000000    2.8376068486E-07    1.1444861902E-26
 3265.000000    1.7848634320E-07    7.1988533240E-27
 3266.000000    1.0319051145E-06    4.1619618793E-26
 3267.000000    4.4957420291E-07    1.8132584751E-26
 3268.000000    3.2981121841E-07    1.3302208692E-26
 3269.000000    3.5202454721E-07    1.4198134358E-26
 3270.000000    4.0557661606E-07    1.6358039043E-26
 3271.000000    6.9350548954E-07    2.7971015648E-26
 3272.000000    1.1105301972E-06    4.4790788235E-26
 3273.000000    1.3890866167E-06    5.6025747563E-26
 3274.000000    4.3762028769E-06    1.7650449923E-25
 3275.000000    7.3881257424E-06    2.9798377066E-25
 3276.000000    4.8670451008E-07    1.9630153867E-26
 3277.000000    7.2720963899E-07    2.9330398242E-26
 3278.000000    2.8442881642E-07    1.1471809516E-26
 3279.000000    3.5024673058E-07    1.4126430042E-26
 3280.000000    5.5925964150E-07    2.2556505203E-26
 3281.000000    7.6727421517E-07    3.0946314632E-26
 3282.000000    6.3691698479E-07    2.5688643012E-26
 3283.000000    1.2040042727E-06    4.8560859084E-26
 3284.000000    1.4094493308E-06    5.6847032766E-26
 3285.000000    8.5559048363E-07    3.4508356699E-26
 3286.000000    2.1594559300E-06    8.7096896159E-26
 3287.000000    1.3684689928E-06    5.5194181140E-26
 3288.000000    5.1508511649E-07    2.0774823084E-26
 3289.000000    2.9362395693E-06    1.1842675246E-25
 3290.000000    2.1664374515E-06    8.7378480443E-26
 3291.000000    8.1720401082E-07    3.2960122910E-26
 3292.000000    9.9355679562E-06    4.0072923857E-25
 3293.000000    1.9029946309E-06    7.6753094821E-26
 3294.000000    1.0812998130E-06    4.3611845103E-26
 3295.000000    6.3865837046E-06    2.5758877966E-25
 3296.000000    3.0232630992E-06    1.2193665476E-25
 3297.000000    3.1339267315E-06    1.2640002850E-25
 3298.000000    3.2446127304E-06    1.3086430435E-25
 3299.000000    8.9295757093E-06    3.6015475819E-25
 3300.000000    2.7450822806E-05    1.1071684447E-24
 3301.000000    2.5818509902E-06    1.0413327008E-25
 3302.000000    4.2010187976E-06    1.6943883545E-25
 3303.000000    2.8199156132E-05    1.1373508203E-24
 3304.000000    3.1710946301E-06    1.2789911378E-25
 3305.000000    9.3666735343E-06    3.7778413574E-25
 3306.000000    1.5779002809E-05    6.3641130621E-25
 3307.000000    6.6568478322E-06    2.6848928767E-25
 3308.000000    4.1924259787E-05    1.6909226303E-24
 3309.000000    9.4713100778E-06    3.8200442013E-25
 3310.000000    7.5038568823E-06    3.0265153115E-25
 3311.000000    1.1452507741E-04    4.6191166193E-24
 3312.000000    6.8091297008E-06    2.7463124125E-25
 3313.000000    1.0385173956E-05    4.1886310578E-25
 3314.000000    2.7707796509E-05    1.1175329127E-24
 3315.000000    6.1049215327E-06    2.4622855665E-25
 3316.000000    2.6567087737E-05    1.0715249382E-24
 3317.000000    1.5717547763E-05    6.3393265237E-25
 3318.000000    6.1167825508E-06    2.4670694468E-25
 3319.000000    1.0934719557E-04    4.4102781658E-24
 3320.000000    1.2881076769E-05    5.1952984553E-25
 3321.000000    7.0365495683E-06    2.8380372044E-25
 3322.000000    4.8415408383E-05    1.9527288044E-24
 3323.000000    8.6929868647E-06    3.5061246851E-25
 3324.000000    8.5862704924E-06    3.4630829881E-25
 3325.000000    1.2870782264E-05    5.1911463938E-25
 3326.000000    5.4979375983E-06    2.2174719726E-25
 3327.000000    1.1447125027E-05    4.6169456200E-25
 3328.000000    4.4305378436E-06    1.7869598038E-25
 3329.000000    3.0543656027E-06    1.2319110570E-25
 3330.000000    1.2295690702E-05    4.9591958854E-25
 3331.000000    1.2563218985E-06    5.0670975227E-26
 3332.000000    1.1258510831E-06    4.5408722406E-26
 3333.000000    8.7706161123E-07    3.5374347315E-26
 3334.000000    6.1514127120E-07    2.4810367591E-26
 3335.000000    9.6486556607E-07    3.8915726340E-26
 3336.000000    6.2564466033E-07    2.5233998646E-26
 3337.000000    9.7508138340E-07    3.9327758819E-26
 3338.000000    2.2186467727E-06    8.9484228359E-26
 3339.000000    1.2858466221E-05    5.1861789890E-25
 3340.000000    8.4464864523E-05    3.4067041759E-24
 3341.000000    1.7488857925E-05    7.0537454433E-25
 3342.000000    5.8130079281E-06    2.3445486470E-25
 3343.000000    7.3139727597E-06    2.9499297351E-25
 3344.000000    3.3055076256E-06    1.3332036575E-25
 3345.000000    1.5350382775E-05    6.1912386170E-25
 3346.000000    1.1071998889E-05    4.4656467591E-25
 3347.000000    6.3034528683E-06    2.5423588057E-25
 3348.000000    8.1021828049E-05    3.2678368871E-24
 3349.000000    1.2548896535E-05    5.0613208781E-25
 3350.000000    1.5817987280E-05    6.3798365895E-25
 3351.000000    2.2258596986E-04    8.9775145834E-24
 3352.000000    1.4300675086E-05    5.7678621530E-25
 3353.000000    2.0568551867E-05    8.2958721278E-25
 3354.000000    1.5129659426E-04    6.1022147184E-24
 3355.000000    1.8755302582E-05    7.5645379871E-25
 3356.000000    3.2357882737E-05    1.3050838933E-24
 3357.000000    9.1592789362E-05    3.6941933165E-24
 3358.000000    2.1327096363E-05    8.6018143342E-25
 3359.000000    5.2825760736E-05    2.1306106475E-24
 3360.000000    5.3293367360E-05    2.1494705303E-24
 3361.000000    1.5431275592E-05    6.2238649519E-25
 3362.000000    8.7039499534E-05    3.5105464054E-24
 3363.000000    4.5962254082E-05    1.8537862317E-24
 3364.000000    1.5106475437E-05    6.0928639672E-25
 3365.000000    1.5695107013E-04    6.3302755419E-24
 3366.000000    2.0912658258E-05    8.4346598575E-25
 3367.000000    1.3044262995E-05    5.2611160235E-25
 3368.000000    2.4031678601E-04    9.6926479793E-24
 3369.000000    1.3227300440E-05    5.3349401436E-25
 3370.000000    1.5073396902E-05    6.0795224690E-25
 3371.000000    2.5509615215E-04    1.0288741144E-23
 3372.000000    8.9408577629E-06    3.6060979496E-25
 3373.000000    2.1772686377E-05    8.7815332472E-25
 3374.000000    1.6055860537E-04    6.4757775256E-24
 3375.000000    8.3221567019E-06    3.3565585110E-25
 3376.000000    1.0771409691E-05    4.3444107299E-25
 3377.000000    7.3650753885E-05    2.9705408543E-24
 3378.000000    6.1417737215E-06    2.4771490847E-25
 3379.000000    4.6103116603E-06    1.8594676111E-25
 3380.000000    3.6238571380E-05    1.4616029180E-24
 3381.000000    2.3954145133E-06    9.6613765635E-26
 3382.000000    2.9596855060E-06    1.1937239265E-25
 3383.000000    1.6728845372E-05    6.7472111282E-25
 3384.000000    3.4680336076E-06    1.3987549308E-25
 3385.000000    4.1078626890E-06    1.6568158909E-25
 3386.000000    9.4438914436E-06    3.8089854994E-25
 3387.000000    1.2337772248E-06    4.9761685496E-26
 3388.000000    1.1124413271E-06    4.4867869448E-26
 3389.000000    5.7143281200E-06    2.3047483210E-25
 3390.000000    1.1608475882E-06    4.6820229318E-26
 3391.000000    8.3016453028E-07    3.3482856901E-26
 3392.000000    4.5080493606E-06    1.8182223660E-25
 3393.000000    3.5315547629E-07    1.4243747890E-26
 3394.000000    3.7290403966E-07    1.5040262674E-26
 3395.000000    2.4862564651E-06    1.0027767557E-25
 3396.000000    1.9363167489E-07    7.8097069020E-27
 3397.000000    8.8348077953E-07    3.5633250322E-26
 3398.000000    1.0093863903E-06    4.0711375674E-26
 3399.000000    1.9408891730E-07    7.8281487669E-27
 3400.000000    5.3776007888E-07    2.1689367724E-26
 3401.000000    3.4077080368E-07    1.3744239412E-26
 3402.000000    6.5756622088E-07    2.6521484445E-26
 3403.000000    5.9239601463E-07    2.3892987791E-26
 3404.000000    4.0580404112E-07    1.6367211731E-26
 3405.000000    1.2967016788E-06    5.2299604682E-26
 3406.000000    1.0831412176E-06    4.3686114103E-26
 3407.000000    7.8957619915E-07    3.1845816009E-26
 3408.000000    1.2179739987E-06    4.9124297195E-26
 3409.000000    1.7625144035E-06    7.1087134423E-26
 3410.000000    2.1883225807E-06    8.8261168901E-26
 3411.000000    1.1758034702E-06    4.7423441862E-26
 3412.000000    3.3622281473E-06    1.3560806300E-25
 3413.000000    1.8438823797E-06    7.4368932437E-26
 3414.000000    1.0521757805E-06    4.2437191432E-26
 3415.000000    6.9436746907E-06    2.8005781692E-25
 3416.000000    7.5994509223E-07    3.0650710610E-26
 3417.000000    1.2092971655E-06    4.8774336249E-26
 3418.000000    6.0833000153E-06    2.4535650039E-25
 3419.000000    1.4170022749E-06    5.7151664122E-26
 3420.000000    8.7555857179E-07    3.5313725531E-26
 3421.000000    2.4146374422E-06    9.7389080110E-26
 3422.000000    1.6624781118E-06    6.7052391049E-26
 3423.000000    1.6720512107E-06    6.7438500896E-26
 3424.000000    1.2780819814E-06    5.1548620218E-26
 3425.000000    4.2160192472E-06    1.7004384553E-25
 3426.000000    1.5535549079E-06    6.2659213650E-26
 3427.000000    3.1371414684E-06    1.2652968783E-25
 3428.000000    4.3122347352E-06    1.7392448520E-25
 3429.000000    7.7530175829E-06    3.1270087894E-25
 3430.000000    2.2824529511E-06    9.2057709957E-26
 3431.000000    1.2654557468E-05    5.1039368872E-25
 3432.000000    3.8254905969E-06    1.5429273302E-25
 3433.000000    7.1636477226E-06    2.8892994441E-25
 3434.000000    6.7733192630E-06    2.7318690616E-25
 3435.000000    6.4289729862E-06    2.5929845792E-25
 3436.000000    8.0549161600E-06    3.2487729275E-25
 3437.000000    6.8598866735E-06    2.7667841189E-25
 3438.000000    8.0036693203E-06    3.2281036440E-25
 3439.000000    4.5713147935E-06    1.8437390842E-25
 3440.000000    1.2538785909E-05    5.0572429802E-25
 3441.000000    4.6998939380E-06    1.8955986487E-25
 3442.000000    3.4195289362E-05    1.3791916405E-24
 3443.000000    7.4224998938E-06    2.9937017631E-25
 3444.000000    2.5090655459E-05    1.0119762958E-24
 3445.000000    5.5271232403E-06    2.2292433581E-25
 3446.000000    1.3971835884E-05    5.6352321075E-25
 3447.000000    1.3603216788E-05    5.4865577184E-25
 3448.000000    1.2525430325E-05    5.0518562996E-25
 3449.000000    4.4594697880E-05    1.7986288660E-24
 3450.000000    3.5892121737E-05    1.4476296351E-24
 3451.000000    3.0983015628E-05    1.2496316583E-24
 3452.000000    1.6426143266E-05    6.6251229045E-25
 3453.000000    1.6929152574E-05    6.8280006243E-25
 3454.000000    2.5787021767E-05    1.0400626963E-24
 3455.000000    2.1655169766E-05    8.7341355117E-25
 3456.000000    2.6472497660E-05    1.0677098559E-24
 3457.000000    5.8099843762E-05    2.3433291639E-24
 3458.000000    4.9326252768E-05    1.9894657055E-24
 3459.000000    6.1679264866E-05    2.4876972262E-24
 3460.000000    4.5761959778E-05    1.8457078023E-24
 3461.000000    3.0014809540E-05    1.2105811994E-24
 3462.000000    4.7534709028E-05    1.9172077367E-24
 3463.000000    3.0326507678E-05    1.2231528569E-24
 3464.000000    1.2479848828E-04    5.0334720071E-24
 3465.000000    3.5913596914E-05    1.4484957890E-24
 3466.000000    2.0722721381E-04    8.3580530038E-24
 3467.000000    4.2235251926E-05    1.7034658129E-24
 3468.000000    3.0075656365E-04    1.2130353220E-23
 3469.000000    6.5489549398E-05    2.6413766561E-24
 3470.000000    1.7201598713E-04    6.9378857704E-24
 3471.000000    9.6039343885E-05    3.8735352944E-24
 3472.000000    3.8513023480E-04    1.5533379312E-23
 3473.000000    2.9087329811E-04    1.1731733484E-23
 3474.000000    1.5696496575E-04    6.3308359909E-24
 3475.000000    3.0781352031E-04    1.2414980015E-23
 3476.000000    1.3591577178E-04    5.4818631383E-24
 3477.000000    6.7265257908E-04    2.7129959457E-23
 3478.000000    5.3234446385E-04    2.1470940826E-23
 3479.000000    5.4443986188E-04    2.1958782051E-23
 3480.000000    1.3228119746E-04    5.3352705923E-24
 3481.000000    2.2033858265E-04    8.8868711726E-24
 3482.000000    2.6824875154E-04    1.0819222256E-23
 3483.000000    3.8460674091E-04    1.5512265340E-23
 3484.000000    8.7102956392E-04    3.5131057979E-23
 3485.000000    4.9632214228E-04    2.0018059867E-23
 3486.000000    2.3321135869E-04    9.4060662264E-24
 3487.000000    3.6996226847E-04    1.4921612816E-23
 3488.000000    2.2854194947E-04    9.2177358956E-24
 3489.000000    9.0540016944E-04    3.6517320611E-23
 3490.000000    4.7889204999E-04    1.9315055505E-23
 3491.000000    1.0027239168E-03    4.0442659489E-23
 3492.000000    2.5620658523E-04    1.0333528015E-23
 3493.000000    2.8336872879E-03    1.1429053218E-22
 3494.000000    5.7059106633E-04    2.3013533253E-23
 3495.000000    4.5669397221E-03    1.8419744956E-22
 3496.000000    2.2778217561E-04    9.1870920914E-24
 3497.000000    1.7021986963E-03    6.8654433291E-23
 3498.000000    2.8645995299E-04    1.1553730934E-23
 3499.000000    8.8475990206E-04    3.5684840911E-23
 3500.000000    3.8949267874E-04    1.5709328875E-23
 3501.000000    7.3372735450E-04    2.9593275934E-23
 3502.000000    8.0216395164E-04    3.2353515267E-23
 3503.000000    5.9645997498E-04    2.4056898676E-23
 3504.000000    2.2988515978E-03    9.2719113236E-23
 3505.000000    8.7525210443E-04    3.5301364845E-23
 3506.000000    1.3643366521E-02    5.5027512282E-22
 3507.000000    1.1121420790E-03    4.4855799939E-23
 3508.000000    3.0152623764E-03    1.2161396324E-22
 3509.000000    9.9462482328E-04    4.0116000400E-23
 3510.000000    1.9364320416E-03    7.8101719098E-23
 3511.000000    2.1532106931E-03    8.6845008290E-23
 3512.000000    1.5927794542E-03    6.4241249290E-23
 3513.000000    1.6954492068E-02    6.8382207506E-22
 3514.000000    1.4091813469E-03    5.6836224225E-23
 3515.000000    2.7420803988E-03    1.1059577018E-22
 3516.000000    1.7192231753E-03    6.9341078135E-23
 3517.000000    2.1260913770E-03    8.5751210439E-23
 3518.000000    9.8332600513E-03    3.9660287469E-22
 3519.000000    1.2225054782E-03    4.9307064435E-23
 3520.000000    2.7614077145E-03    1.1137529487E-22
 3521.000000    2.0117853824E-03    8.1140930040E-23
 3522.000000    2.4467083075E-03    9.8682587788E-23
 3523.000000    9.6566119599E-03    3.8947816320E-22
 3524.000000    1.5063624309E-03    6.0755809092E-23
 3525.000000    2.3633273613E-03    9.5319601071E-23
 3526.000000    3.5155669787E-03    1.4179264686E-22
 3527.000000    3.2986874769E-03    1.3304529009E-22
 3528.000000    2.9982582096E-03    1.2092813764E-22
 3529.000000    2.1871503466E-03    8.8213889424E-23
 3530.000000    4.7880466590E-03    1.9311531061E-22
 3531.000000    4.7006689593E-03    1.8959112364E-22
 3532.000000    2.0140980815E-03    8.1234207664E-23
 3533.000000    9.3601866436E-03    3.7752250130E-22
 3534.000000    1.6928902112E-03    6.8278996061E-23
 3535.000000    5.2055479446E-03    2.0995430492E-22
 3536.000000    1.5733483822E-02    6.3457539818E-22
 3537.000000    1.3740180729E-02    5.5417991057E-22
 3538.000000    4.8611873153E-03    1.9606527780E-22
 3539.000000    2.5768561108E-02    1.0393181263E-21
 3540.000000    6.0525367808E-03    2.4411573312E-22
 3541.000000    2.0327050387E-02    8.1984678277E-22
 3542.000000    6.5799913080E-03    2.6538944913E-22
 3543.000000    2.7855307266E-02    1.1234824340E-21
 3544.000000    6.3334099225E-03    2.5544413233E-22
 3545.000000    2.5499976124E-02    1.0284853429E-21
 3546.000000    6.6725545442E-03    2.6912278328E-22
 3547.000000    4.1417856606E-02    1.6704979740E-21
 3548.000000    7.0230266635E-03    2.8325830388E-22
 3549.000000    2.9024412041E-02    1.1706356988E-21
 3550.000000    1.4975865938E-02    6.0401855038E-22
 3551.000000    3.0755416987E-02    1.2404519687E-21
 3552.000000    9.5164384386E-03    3.8382457311E-22
 3553.000000    1.3241499081E-02    5.3406668523E-22
 3554.000000    2.1874878743E-02    8.8227502860E-22
 3555.000000    1.3405447281E-02    5.4067917461E-22
 3556.000000    1.2129444053E-02    4.8921439632E-22
 3557.000000    3.1027857385E-02    1.2514402518E-21
 3558.000000    1.4703700635E-02    5.9304136269E-22
